,z,x0,x1,x2,x3,x4,t,y
0,1.0215770897231393,2.0215770897231393,4.043154179446279,6.0647312691694175,8.086308358892557,10.107885448615697,1.0,1.687396092826606
1,-0.6081239241352692,0.39187607586473083,0.7837521517294617,1.1756282275941925,1.5675043034589233,1.9593803793236542,0.0,0.1739399296224085
2,0.40404087131504296,1.404040871315043,2.808081742630086,4.212122613945128,5.616163485260172,7.020204356575215,1.0,1.4929535305244777
3,3.945412462511149,4.945412462511149,9.890824925022297,14.836237387533448,19.781649850044595,24.727062312555745,1.0,4.245442546191808
4,1.0652404936313355,2.0652404936313355,4.130480987262671,6.195721480894006,8.260961974525342,10.326202468156678,1.0,2.6979508907154965
5,1.32790757751134,2.32790757751134,4.65581515502268,6.98372273253402,9.31163031004536,11.639537887556699,1.0,1.1467484334612725
6,1.3001505944645544,2.3001505944645544,4.600301188929109,6.900451783393663,9.200602377858218,11.500752972322772,1.0,2.7097775250934877
7,0.9724984525162862,1.972498452516286,3.944996905032572,5.917495357548859,7.889993810065144,9.86249226258143,1.0,0.5555892008054557
8,1.1185456633454998,2.1185456633454995,4.237091326690999,6.3556369900364995,8.474182653381998,10.592728316727499,1.0,0.38059617579279126
9,2.0186646396597094,3.0186646396597094,6.037329279319419,9.055993918979128,12.074658558638838,15.093323198298547,1.0,2.152003398013501
10,1.4193635079420523,2.4193635079420526,4.838727015884105,7.258090523826157,9.67745403176821,12.096817539710262,1.0,0.13032120876734532
11,-1.5034602285716763,-0.5034602285716763,-1.0069204571433525,-1.5103806857150293,-2.013840914286705,-2.517301142858381,0.0,0.7461242889254234
12,1.2742965926919751,2.274296592691975,4.54859318538395,6.8228897780759254,9.0971863707679,11.371482963459876,0.0,1.542685283569559
13,1.6897611823162109,2.689761182316211,5.379522364632422,8.069283546948633,10.759044729264843,13.448805911581054,0.0,-0.6467763655031288
14,2.011333355965162,3.011333355965162,6.022666711930324,9.034000067895485,12.045333423860647,15.05666677982581,1.0,1.8824355618860904
15,0.06803083909991192,1.068030839099912,2.136061678199824,3.2040925172997357,4.272123356399648,5.34015419549956,0.0,-0.9651544230988747
16,0.8231510442054002,1.8231510442054002,3.6463020884108004,5.4694531326162,7.292604176821601,9.115755221027001,1.0,-0.38293284862887034
17,-0.12029083609147051,0.8797091639085295,1.759418327817059,2.6391274917255885,3.518836655634118,4.3985458195426475,1.0,0.3902738919214125
18,-0.01937002763805218,0.9806299723619478,1.9612599447238956,2.9418899170858435,3.9225198894477913,4.903149861809739,1.0,-0.8397459095788663
19,0.45170932357714755,1.4517093235771474,2.903418647154295,4.355127970731443,5.80683729430859,7.258546617885738,0.0,1.1456805434282098
20,1.0353516297638177,2.0353516297638174,4.070703259527635,6.106054889291453,8.14140651905527,10.176758148819088,0.0,-1.1849957255537906
21,0.691773207903372,1.691773207903372,3.383546415806744,5.075319623710116,6.767092831613488,8.45886603951686,1.0,0.38356775239961477
22,2.010856936735452,3.010856936735452,6.021713873470904,9.032570810206355,12.043427746941807,15.05428468367726,1.0,1.8677928979773286
23,1.1306834990003019,2.130683499000302,4.261366998000604,6.3920504970009056,8.522733996001207,10.65341749500151,1.0,-0.09621988016608407
