,z,x0,x1,x2,x3,x4,t,y
0,-1.9652313401572288,-0.9652313401572288,-1.9304626803144576,-2.8956940204716863,-3.860925360628915,-4.826156700786143,0.0,-0.09487840946957261
1,-1.4765469154317978,-0.47654691543179784,-0.9530938308635957,-1.4296407462953935,-1.9061876617271913,-2.382734577158989,0.0,-0.8832966556857211
2,-1.0349184072303825,-0.03491840723038253,-0.06983681446076506,-0.1047552216911476,-0.13967362892153012,-0.1745920361519122,0.0,-0.11300542326657041
3,-1.3309529054611346,-0.33095290546113465,-0.6619058109222693,-0.9928587163834042,-1.3238116218445386,-1.654764527305673,0.0,-0.11973760791216144
4,-0.8183918320560597,0.1816081679439403,0.3632163358878806,0.5448245038318209,0.7264326717757612,0.9080408397197015,0.0,0.008444711971281731
5,0.39817547826975463,1.3981754782697546,2.7963509565395093,4.194526434809264,5.5927019130790185,6.990877391348773,1.0,-0.10505583389986217
6,-0.6862016324994368,0.3137983675005632,0.6275967350011264,0.9413951025016898,1.255193470002253,1.568991837502816,1.0,0.3691086688413282
7,-2.0146882726016617,-1.0146882726016617,-2.0293765452033234,-3.044064817804985,-4.058753090406647,-5.073441363008309,0.0,0.8365909855241225
8,-1.294856328110947,-0.2948563281109471,-0.5897126562218942,-0.8845689843328413,-1.1794253124437883,-1.4742816405547359,0.0,1.4789250298449212
9,-2.0800870836918204,-1.0800870836918204,-2.1601741673836408,-3.240261251075461,-4.3203483347672815,-5.400435418459102,0.0,-0.212981514632725
10,-2.121374797088228,-1.1213747970882282,-2.2427495941764564,-3.364124391264685,-4.485499188352913,-5.6068739854411405,0.0,0.3049114627933458
11,-1.8880568678376566,-0.8880568678376566,-1.7761137356753132,-2.6641706035129697,-3.5522274713506263,-4.440284339188283,0.0,0.7409689898310153
12,-1.370062423951686,-0.3700624239516861,-0.7401248479033722,-1.1101872718550583,-1.4802496958067444,-1.8503121197584305,1.0,-0.9438533685682552
13,0.037495457524558296,1.0374954575245583,2.0749909150491166,3.1124863725736747,4.149981830098233,5.187477287622792,1.0,-1.3876587712587622
14,-0.2813358755846984,0.7186641244153016,1.4373282488306032,2.1559923732459048,2.8746564976612063,3.593320622076508,0.0,-0.1632816812893463
15,-0.6620409264443332,0.3379590735556668,0.6759181471113336,1.0138772206670004,1.3518362942226672,1.6897953677783342,0.0,-0.5080782750520921
16,-1.0579513804996512,-0.057951380499651206,-0.11590276099930241,-0.1738541414989534,-0.23180552199860482,-0.28975690249825625,0.0,-0.3357150586158808
17,-1.2053505904349913,-0.20535059043499126,-0.41070118086998253,-0.6160517713049738,-0.8214023617399651,-1.0267529521749559,0.0,0.7993765527340029
18,-0.9241755391674806,0.07582446083251937,0.15164892166503874,0.22747338249755789,0.3032978433300775,0.37912230416259707,0.0,1.630793601487689
19,-0.6881255759800293,0.3118744240199707,0.6237488480399414,0.935623272059912,1.2474976960798827,1.5593721200998534,0.0,0.3286177060663577
20,-1.0360952983860692,-0.036095298386069175,-0.07219059677213835,-0.10828589515820752,-0.1443811935442767,-0.18047649193034587,1.0,-1.6471051856484835
21,-0.8616720259618924,0.1383279740381076,0.2766559480762152,0.414983922114323,0.5533118961524304,0.6916398701905377,1.0,-0.5107267785646284
22,-0.26533550488328583,0.7346644951167142,1.4693289902334283,2.2039934853501424,2.9386579804668567,3.673322475583571,1.0,-0.01228062891705295
23,-1.1379108186601925,-0.1379108186601925,-0.275821637320385,-0.4137324559805773,-0.55164327464077,-0.6895540933009627,0.0,1.0414716485031947
24,-2.1692667950532925,-1.1692667950532925,-2.338533590106585,-3.507800385159877,-4.67706718021317,-5.846333975266463,0.0,-0.4437505582633334
25,-0.9113964978949505,0.08860350210504953,0.17720700421009905,0.2658105063151486,0.3544140084201981,0.44301751052524807,0.0,-1.3240988543864425
26,-0.5298049960856368,0.4701950039143632,0.9403900078287264,1.4105850117430896,1.8807800156574528,2.350975019571816,1.0,0.23932063534428938
